1.373164604689473475e-02,1.486801726328552432e-02,1.437426690653840870e-02,1.427602119780564671e-02
1.545973396462393089e-02,1.531664859180673771e-02,1.940833439431778260e-02,1.656047003930699590e-02
1.923949737877390584e-02,1.972325500610758869e-02,2.317875932853074444e-02,2.012991360948311603e-02
2.312261861147204764e-02,2.750677562618896940e-02,3.092287378543400606e-02,2.633194108260032001e-02
3.361603490652385201e-02,3.164815723265171354e-02,4.021939557996485198e-02,3.578713138429982094e-02
4.342502809934861013e-02,4.522339770301298661e-02,5.137485437633346197e-02,4.710652401269010969e-02
5.364056006691874517e-02,5.459663268569147493e-02,6.181019708117758277e-02,5.401553323489211023e-02
5.818914092739194133e-02,5.832871205936388664e-02,6.358591285585613040e-02,5.685161490982103272e-02
1.242936893211482249e-02,1.262615775503578286e-02,1.296954983905041284e-02,1.412343016809590977e-02
1.347889156262011348e-02,1.329466937408255861e-02,1.346710090942091452e-02,1.672579816868510413e-02
1.283037488324662023e-02,1.558995569730673401e-02,1.933725679482368315e-02,2.264288693020091725e-02
1.539426386433705683e-02,1.116178589391610479e-02,2.145508549120945380e-02,2.658289496899638588e-02
3.013199031566953651e-02,2.839609591580182640e-02,3.551250724584444768e-02,3.181162621578331046e-02
4.553356893574536657e-02,4.489956325104522278e-02,4.700203022181800167e-02,4.467187880302260494e-02
5.865818246838889333e-02,6.095058006452979543e-02,6.784560950498644272e-02,5.673357085534654759e-02
6.753507554788627798e-02,8.045102739644442724e-02,6.852415966640199030e-02,6.482124544037598524e-02
1.021985112269310596e-02,1.026451636541426959e-02,1.037894730635867922e-02,1.149309736075704823e-02
1.090266589565357623e-02,9.368511099759037342e-03,1.005040156290497484e-02,1.218100426745387203e-02
1.336989697475761754e-02,5.814753416287380197e-03,7.752323225506541592e-03,4.503383103598110684e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.173053496801329726e-02,1.396205208459329848e-02,3.006847109403285381e-02,2.693591203921021082e-02
1.567306666307733201e-02,3.918467186850485562e-02,3.956045165345999787e-02,4.821347784018407273e-02
6.692181237004768413e-02,5.835265216341251754e-02,8.246813343957340448e-02,6.426583945392749797e-02
7.383601894128637155e-02,9.905487947057098341e-02,8.464367129772153164e-02,7.928562255321032481e-02
7.802310324074528299e-03,6.848019461460096158e-03,7.451168428898309430e-03,8.352377561238829087e-03
7.943517364735860203e-03,7.388338875456304175e-03,8.037556166002596605e-03,8.495076207415141328e-03
8.849105996553316769e-03,5.861542201640473383e-03,7.187214294682996683e-03,7.668618666433172845e-03
2.135406531808555809e-03,4.266949943714676632e-03,5.173277034403117938e-03,4.609598281263216184e-03
1.316928298573547679e-02,1.184902301098018397e-02,1.929588274192244740e-02,4.936511208816064464e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.537760115324660837e-02,4.489312955523325210e-02,9.965918337044521458e-02,3.996414618452814871e-02
1.121460800404591035e-01,1.155279374227866918e-01,1.597152459783457989e-01,1.118118758427148474e-01
3.079771868538354329e-03,2.209008714569726892e-03,3.755976610211310580e-03,6.213193809013426230e-03
2.913712424808939053e-03,2.278928634309742261e-03,3.346868934467518795e-03,5.393216752183890850e-03
2.894170365349553291e-03,1.507725914520116660e-03,3.155351569040133622e-04,2.483456091933567735e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.006394645083368899e-02,1.743228424328766707e-02,3.212581061577875902e-02,2.032999916693259759e-02
3.300549612988581960e-02,4.535472620441451802e-02,3.857608654401956105e-02,4.405863656562872266e-02
5.149908890426063701e-02,8.721859095193366940e-02,8.240303142844400408e-02,1.291686428583619373e-01
1.867751861350523956e-01,1.406573551456694882e-01,2.062411971769819163e-01,1.439395587835012591e-01
3.237107143925046279e-03,6.035349485989985986e-05,3.736785182301277652e-04,1.023327455530104613e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
