0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111090484404595e+00,-1.111111094186966852e+00,-1.111111092013191248e+00,-1.111111090784367095e+00,-1.111111089998499057e+00,-8.228103223250741394e+00
-1.110964699201618888e+00,-1.110979041841339221e+00,-1.110955082857387310e+00,-1.110937548864634694e+00,-1.110899999999999110e+00,-8.873175675530669437e+00
-1.111110933978530335e+00,-1.111110946996234361e+00,-1.111110916386051528e+00,-1.111110963379689176e+00,-1.111110899986242018e+00,-8.223813480929990760e+00
-1.111111111111087624e+00,-1.111111111111085403e+00,-1.111111111111086514e+00,-1.111111111111085403e+00,-8.740731093248911066e+00,-9.299113000979390975e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111111111094285e+00,-1.111111111111093619e+00,-1.111111111111094063e+00,-1.111111111111093619e+00,-9.380835210381212264e+00,-8.878348534261551350e+00
-1.111111111090208770e+00,-1.111111111088281200e+00,-1.111111111089895020e+00,-1.111111111090292036e+00,-8.879055138151491278e+00,-9.519316021360388902e+00
-1.111111064701089335e+00,-1.111111063601083693e+00,-1.111111065309917878e+00,-1.111111062979419417e+00,-8.998305784172611510e+00,-9.294073077379328751e+00
-1.111111111104532867e+00,-1.111111111105039351e+00,-1.111111111105065996e+00,-1.111111111104943650e+00,-9.625605703205250663e+00,-9.576109466766910217e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111111042293320e+00,-1.111111111040516519e+00,-1.111111111043349586e+00,-1.111111111038449062e+00,-8.217555817268950236e+00,-9.382336655690558302e+00
-1.111111111110534955e+00,-1.111111111110534511e+00,-1.111111111110557603e+00,-1.111111111110530736e+00,-9.209463904878765206e+00,-9.761863005653566461e+00
-1.111111111047992317e+00,-1.111111111046445554e+00,-1.111111111048730171e+00,-1.111111111046782396e+00,-9.851063922996715405e+00,-7.784002205806771713e+00
-1.111111111110679284e+00,-1.111111111110675731e+00,-1.111111111110702376e+00,-1.111111111110668404e+00,-9.516961835825739513e+00,-8.587755065293178447e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.546652587592188599e-01,4.678124712599074364e-01,-7.484159259926460583e-01,7.735197546954072356e-01,-6.405507796744535298e+00,1.999999999999998579e+01
-1.111110899990393142e+00,-1.111110975109307564e+00,-1.111110899990045198e+00,-1.111110916353050815e+00,-9.379615205010347623e+00,-1.111110907125818503e+00
-1.108999999999999098e+00,-1.109584084832206052e+00,-1.109321531659732241e+00,-1.109103449391336982e+00,-6.568987615189108453e+00,-1.109652325719168831e+00
-1.111108999908198891e+00,-1.111109391294153870e+00,-1.111108999910798589e+00,-1.111109535743454613e+00,-9.577493447191258724e+00,-1.111109641708562412e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111109105363592e+00,-1.111111109336909708e+00,-1.111111109187162604e+00,-1.111111108998483088e+00,-9.205385529480171414e+00,-8.740575406429393013e+00
-1.111090086177090930e+00,-1.111093065844704242e+00,-1.111092934918836983e+00,-1.111089999841495812e+00,-6.172979698509911017e+00,-6.927960739830629322e+00
-1.111111091322920297e+00,-1.111111092470071338e+00,-1.111111092572297565e+00,-1.111111089980354683e+00,-8.581077642382664905e+00,-8.588260810180559091e+00
-1.111111111111081406e+00,-1.111111111111080074e+00,-1.111111111111082517e+00,-1.111111111111082517e+00,-9.107734855552537923e+00,-9.453370503746734599e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111111111085403e+00,-1.111111111111085403e+00,-1.111111111111085403e+00,-1.111111111111086736e+00,-9.108990509446442729e+00,-8.736545412282508138e+00
-1.111111111088026071e+00,-1.111111111087901060e+00,-1.111111111088283643e+00,-1.111111111087684566e+00,-9.299077795548688741e+00,-8.419885625592510081e+00
-1.111111077890215570e+00,-1.111111075287929406e+00,-1.111111075458967035e+00,-1.111111075783387303e+00,-8.736506222650858078e+00,-8.586158439612775695e+00
-1.111111111106225513e+00,-1.111111111106063642e+00,-1.111111111106093841e+00,-1.111111111105908877e+00,-8.411342053843650746e+00,-8.734098627664193870e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111111049779554e+00,-1.111111111046570565e+00,-1.111111111046476418e+00,-1.111111111049178479e+00,-8.579955930487964011e+00,-9.376483290029456796e+00
-1.111111111110413940e+00,-1.111111111110411054e+00,-1.111111111110405503e+00,-1.111111111110377303e+00,-9.919962224110562943e+00,-9.677398008069793889e+00
-1.111111111026944931e+00,-1.111111111025067988e+00,-1.111111111025810061e+00,-1.111111111025460341e+00,-8.020331248036143279e+00,-9.296694513023130213e+00
-1.111111111110606231e+00,-1.111111111110582250e+00,-1.111111111110586025e+00,-1.111111111110608229e+00,-8.023432350445757422e+00,-9.578489979366757723e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.275178478228496837e-01,-3.448429240081778979e-01,-3.490001999999999827e-01,9.870290860168555724e-01,-1.898413924008178100e+00,-4.101605100000000448e+00
-1.111108999993182689e+00,-1.111109239323246012e+00,-1.111109047384083004e+00,-1.111109103945856491e+00,-7.241670604627461927e+00,-7.243740241362631949e+00
-1.107115882426471742e+00,-1.106852692116658154e+00,-1.106838515401773249e+00,-1.107223983870354367e+00,-6.176434813469329654e+00,-5.731040122944061288e+00
-1.111089999946370588e+00,-1.111091248399485476e+00,-1.111090983765542939e+00,-1.111090337666403860e+00,-8.395531778363077180e+00,-8.016292044207943945e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111111111040106e+00,-1.111111111111037886e+00,-1.111111111111035443e+00,-1.111111111111039218e+00,-9.296184532425435521e+00,-8.995218804456822426e+00
-1.111111110683703496e+00,-1.111111110685761183e+00,-1.111111110680732095e+00,-1.111111110688336012e+00,-8.587227040753443674e+00,-8.229580691181956453e+00
-1.111111111110306249e+00,-1.111111111110344440e+00,-1.111111111110353988e+00,-1.111111111110340222e+00,-9.795319076050905238e+00,-9.630370662717515629e+00
-1.111111110896521925e+00,-1.111111110889986486e+00,-1.111111110884595465e+00,-1.111111110892110787e+00,-9.574972455969357199e+00,-9.207266195437538769e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111111110894245302e+00,-1.111111110891052078e+00,-1.111111110890371734e+00,-1.111111110890704134e+00,-9.575937407059567974e+00,-8.872958522706072770e+00
-1.111110896970291195e+00,-1.111110896550892235e+00,-1.111110895418458977e+00,-1.111110897196664782e+00,-8.867380220802056456e+00,-7.234573076011784565e+00
