-1.501936229074837570e+01,-1.419605316221973190e+01,-1.712473620324913526e+01,-1.543577740672623833e+01
-1.445855406271051535e+01,-1.341076624344677271e+01,-1.787877205615118115e+01,-1.601557280493536339e+01
-1.371877387670364890e+01,-1.252514339369582963e+01,-1.396076780552595764e+01,-1.483042913843562438e+01
-1.306534506484111269e+01,-1.146755633106954519e+01,-1.312053227793675880e+01,-1.413056131015304651e+01
-1.135639924960788605e+01,-1.039914016779752259e+01,-1.199397030747366166e+01,-1.301921965759688327e+01
-1.113282754247120288e+01,-9.493852316077619591e+00,-1.110799839838375824e+01,-1.215547791754474716e+01
-9.530895037954602245e+00,-8.546262769343147880e+00,-1.069187376350126328e+01,-1.138476523692002651e+01
-8.459805431613512283e+00,-7.350514566845373743e+00,-9.986080097984029180e+00,-1.088966741638230040e+01
-7.818421911733804741e+00,-6.155220580425781129e+00,-8.654493631273931342e+00,-9.074862227054115493e+00
-7.345204546530237799e+00,-5.089021755985388751e+00,-7.009462183084877118e+00,-8.392843722908652992e+00
-5.039426034699627799e+00,-4.011172227324330208e+00,-5.066022009259807390e+00,-7.181050177456729244e+00
-4.185411112640552211e+00,-4.848161573009140746e+00,-2.970100858112079134e+00,-5.999427437642322225e+00
-1.498919854623678027e+01,-1.540336674033130038e+01,-1.778028012518684520e+01,-1.665584609890747814e+01
-1.372814492762302230e+01,-1.605814932151954011e+01,-1.863146279599444100e+01,-1.696506334491794021e+01
-1.264111364102715207e+01,-1.560710925483746792e+01,-6.298398077588817046e+01,-1.932299271867559654e+01
-1.210715227364131685e+01,-1.624815140608097508e+01,-4.733610627514541136e+01,-1.496160997326499498e+01
-1.099173938715176924e+01,-1.724882773576704764e+01,-3.509285155106114473e+01,-2.454294532539189788e+01
-1.045346657318812511e+01,-1.755326432970559836e+01,-2.405781474305445045e+01,-3.955980876038224636e+01
-9.482428674515624323e+00,-1.457304120032424244e+01,-2.454594980754271205e+01,-5.188345559473634694e+01
-7.996303157629892411e+00,-1.534949290538128608e+01,-6.204829756438135036e+01,-4.018927152016681248e+01
-7.325620951757319865e+00,-1.323586780851260158e+01,-3.084803858255276054e+01,-1.441209626097990082e+01
-5.939706928504779881e+00,-2.144505220678608737e+01,-6.535525564888371264e+01,-1.402076282946292451e+01
-5.998337839667946092e+00,-2.976394011226306535e+00,-4.449848680788545785e+00,-7.055444282249850652e+00
-4.611810884560465951e+00,-3.350456339984650977e+00,-2.795556539456727663e+00,-4.044642958581780690e+00
-1.582585901881543577e+01,-1.789577672349026116e+01,-1.878995114619210582e+01,-1.737108926148449228e+01
-2.565477925810625948e+01,-2.685707918412983730e+01,-1.428362976155590047e+02,-1.675972441725038209e+01
-5.844618031307286543e+01,-7.157627228356285798e+01,-1.499523622150382494e+02,-1.968894140704978213e+01
-3.015119124181907040e+01,-1.124267308194423549e+02,-1.729762185245981243e+02,-1.057539716637070626e+02
-2.570359996463267294e+01,-7.499093581889707139e+01,-1.636401647094238854e+02,-4.403658401284671697e+01
-1.357898610093899272e+01,-6.377222973780421000e+01,-2.040553528407563704e+02,-3.998167110565423599e+01
-1.238925524929811850e+01,-5.578465017576769469e+01,-1.801079142915021976e+02,-1.744401753679352112e+02
-4.076290180463406188e+01,-5.410646990519425970e+01,-1.632772770968788336e+02,-5.808188521245877922e+01
-5.067613217231500755e+01,-1.973011189305666591e+01,-1.850289237847946993e+02,-9.729741680828028905e+01
-9.577191654757948314e+00,-3.033782401271604456e+01,-1.887225339225962273e+02,-8.159496805354176274e+01
-4.798034145522501071e+00,-1.990000000006275860e+00,-1.638245268663251295e+02,-3.539513251280232708e+01
-4.353941001538228939e+00,-1.990008999806325729e+00,-9.999999999999998890e-01,-2.970102472454845266e+00
-1.668308906713563644e+01,-1.163991355192659398e+02,-1.840857873519447097e+01,-1.816897091584391077e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
